rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
1,A3_sensors,39031228,PMC11377509,10.1007/s00216-024-05444-0,2024,Analytical and bioanalytical chemistry,research-article; Journal Article,Enhancing electrochemical detection through machine learning-driven prediction for canine mammary tumor biomarker with green silver nanoparticles.,"This study developed an innovative biosensor strategy for the sensitive and selective detection of canine mammary tumor biomarkers, cancer antigen 15-3 (CA 15-3) and mucin 1 (MUC-1), integrating green silver nanoparticles (GAgNPs) with machine learning (ML) algorithms to achieve high diagnostic accuracy and potential for noninvasive early detection. The GAgNPs-enhanced electrochemical biosensor demonstrated selective detection of CA 15-3 in serum and MUC-1 in tissue homogenates, with limits of detection (LODs) of 0.07 and 0.11 U mL-1, respectively. The nanoscale dimensions of the GAgNPs endowed them with electrochemically active surface areas, facilitating sensitive biomarker detection. Experimental studies targeted CA 15-3 and MUC-1 biomarkers in clinical samples, and the biosensor exhibited ease of use and good selectivity. Furthermore, ML algorithms were employed to analyze the electrochemical data and predict biomarker concentrations, enhancing the diagnostic accuracy. The Random Forest algorithm achieved 98% accuracy in tumor presence prediction, while an Artificial Neural Network attained 76% accuracy in CA 15-3-based tumor grade classification. The integration of ML techniques with the GAgNPs-based biosensor offers a promising approach for noninvasive, accurate, and early detection of canine mammary tumors, potentially revolutionizing veterinary diagnostics. This multilayered strategy, combining eco-friendly nanomaterials, electrochemical sensing, and ML algorithms, holds significant potential for advancing both biomedical research and clinical practice in the field of canine mammary tumor diagnostics."
2,A3_sensors,36964430,PMC10039194,10.1007/s40820-023-01054-0,2023,Nano-micro letters,research-article; Journal Article,Mechanoluminescent-Triboelectric Bimodal Sensors for Self-Powered Sensing and Intelligent Control.,"Self-powered flexible devices with skin-like multiple sensing ability have attracted great attentions due to their broad applications in the Internet of Things (IoT). Various methods have been proposed to enhance mechano-optic or electric performance of the flexible devices; however, it remains challenging to realize the display and accurate recognition of motion trajectories for intelligent control. Here, we present a fully self-powered mechanoluminescent-triboelectric bimodal sensor based on micro-nanostructured mechanoluminescent elastomer, which can patterned-display the force trajectories. The deformable liquid metals used as stretchable electrode make the stress transfer stable through overall device to achieve outstanding mechanoluminescence (with a gray value of 107 under a stimulus force as low as 0.3 N and more than 2000 cycles reproducibility). Moreover, a microstructured surface is constructed which endows the resulted composite with significantly improved triboelectric performances (voltage increases from 8 to 24 V). Based on the excellent bimodal sensing performances and durability of the obtained composite, a highly reliable intelligent control system by machine learning has been developed for controlling trolley, providing an approach for advanced visual interaction devices and smart wearable electronics in the future IoT era."
3,A3_sensors,35445206,PMC9013843,10.3389/fdgth.2022.874208,2022,Frontiers in digital health,research-article; Journal Article,Predicting Severity of Huntington's Disease With Wearable Sensors.,"The Unified Huntington's Disease Rating Scale (UHDRS) is the primary clinical assessment tool for rating motor function in patients with Huntington's disease (HD). However, the UHDRS and similar rating scales (e.g., UPDRS) are both subjective and limited to in-office assessments that must be administered by a trained and experienced rater. An objective, automated method of quantifying disease severity would facilitate superior patient care and could be used to better track severity over time. We conducted the present study to evaluate the feasibility of using wearable sensors, coupled with machine learning algorithms, to rate motor function in patients with HD. Fourteen participants with symptomatic HD and 14 healthy controls participated in the study. Each participant wore five adhesive biometric sensors applied to the trunk and each limb while completing brief walking, sitting, and standing tasks during a single office visit. A two-stage machine learning method was employed to classify participants by HD status and to predict UHDRS motor subscores. Linear discriminant analysis correctly classified all participants' HD status except for one control subject with abnormal gait (96.4% accuracy, 92.9% sensitivity, and 100% specificity in leave-one-out cross-validation). Two regression models accurately predicted individual UHDRS subscores for gait, and dystonia within a 10% margin of error. Our regression models also predicted a composite UHDRS score-a sum of left and right arm rigidity, total chorea, total dystonia, bradykinesia, gait, and tandem gait subscores-with an average error below 15%. Machine learning classifiers trained on brief in-office datasets discriminated between controls and participants with HD, and could accurately predict selected motor UHDRS subscores. Our results could enable the future use of biosensors for objective HD assessment in the clinic or remotely and could inform future studies for the use of this technology as a potential endpoint in clinical trials."
4,A3_sensors,37560618,PMC10407620,10.1039/d3ra02900j,2023,RSC advances,research-article; Journal Article,Machine learning-assisted flexible wearable device for tyrosine detection.,"Early diagnosis of pathological markers can significantly shorten the rate of viral transmission, reduce the probability of infection, and improve the cure rate of diseases. Therefore, analytical techniques for identifying pathological markers and environmental toxicants have received considerable attention from researchers worldwide. However, the most popular techniques used in clinical settings involve expensive precision instruments and complex detection processes. Thus, a simpler, more efficient, rapid, and intelligent means of analysis must be urgently developed. Electrochemical biosensors have the advantages of simple processing, low cost, low sample preparation requirements, rapid analysis, easy miniaturization, and integration. Thus, they have become popular in extensive research. Machine learning is widely used in material-assisted synthesis, sensor design, and other fields owing to its powerful data analysis and simulation learning capabilities. In this study, a machine learning-assisted carbon black-graphene oxide conjugate polymer (CB-GO/CP) electrode, in conjunction with a flexible wearable device, is proposed for the smart portable detection of tyrosine (Tyr). Input feature value data are obtained for the artificial neural network (ANN) and support vector machines (SVM) model learning via multiple data collections in artificial urine and by recording the pH and temperature values. The results reveal that a machine-learning model that integrates multiple external factors is more accurate for the prediction of Tyr concentration."
5,A3_sensors,40619581,PMC12499495,10.1002/advs.202507605,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Strain-Sensitive Thermochromic Smart Electronic Skin for Joint and Spine Healthcare Applications.,"Electronic skins (E-skins) that enable interactive and quantitative joint and spine healthcare hold transformative potential for personalized musculoskeletal rehabilitation. However, existing systems face three critical limitations: conventional strain sensors degrade with cyclic large strain due to uncontrolled crack propagation; thermal therapy lacks real-time adaptive control without feedback; and systems lack user-interactive monitoring-therapy integration. Here, iStretch, a mechano-visual-thermo adaptive e-skin is introduced that integrates durable strain sensing, dynamic heat therapy, and intuitive visual feedback via a multiphasic and bilayer architecture. The strain-sensing bottom layer utilises constrained microcrack propagation in graphene-liquid metal nanocomposites, achieving high sensitivity (GF = 281), broad sensing range (300%), and exceptional durability (10,000 cycles). Simultaneously, the thermoresponsive top layer provides dynamic visual feedback and heat modulation in response to strain. Its multifunctions are demonstrated for convolutional neural network-powered omnidirectional motion and gesture recognition, strain magnitude-adjusted thermotherapy, intuitive thermochromic overheating alerts, and quantitative cervical spine monitoring via wireless sensor arrays."
6,A3_sensors,39465142,PMC11502717,10.1002/mco2.726,2024,MedComm,research-article; Journal Article,Point-of-care breath sample analysis by semiconductor-based E-Nose technology discriminates non-infected subjects from SARS-CoV-2 pneumonia patients: a multi-analyst experiment.,"Metal oxide sensor-based electronic nose (E-Nose) technology provides an easy to use method for breath analysis by detection of volatile organic compound (VOC)-induced changes of electrical conductivity. Resulting signal patterns are then analyzed by machine learning (ML) algorithms. This study aimed to establish breath analysis by E-Nose technology as a diagnostic tool for severe acute respiratory syndrome coronavirus type 2 (SARS-CoV-2) pneumonia within a multi-analyst experiment. Breath samples of 126 subjects with (n = 63) or without SARS-CoV-2 pneumonia (n = 63) were collected using the ReCIVA® Breath Sampler, enriched and stored on Tenax sorption tubes, and analyzed using an E-Nose unit with 10 sensors. ML approaches were applied by three independent data analyst teams and included a wide range of classifiers, hyperparameters, training modes, and subsets of training data. Within the multi-analyst experiment, all teams successfully classified individuals as infected or uninfected with an averaged area under the curve (AUC) larger than 90% and misclassification error lower than 19%, and identified the same sensor as most relevant to classification success. This new method using VOC enrichment and E-Nose analysis combined with ML can yield results similar to polymerase chain reaction (PCR) detection and superior to point-of-care (POC) antigen testing. Reducing the sensor set to the most relevant sensor may prove interesting for developing targeted POC testing."
7,A3_sensors,38924313,PMC11348057,10.1002/advs.202401800,2024,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Research Support, Non-U.S. Gov't; research-article; Journal Article",A Flexible Skin Bionic Thermally Comfortable Wearable for Machine Learning-Facilitated Ultrasensitive Sensing.,"Tremendous popularity is observed for multifunctional flexible electronics with appealing applications in intelligent electronic skins, human-machine interfaces, and healthcare sensing. However, the reported sensing electronics, mostly can hardly provide ultrasensitive sensing sensitivity, wider sensing range, and robust cycling stability simultaneously, and are limited of efficient heat conduction out from the contacted skin interface after wearing flexible electronics on human skin to satisfy thermal comfort of human skin. Inspired from the ultrasensitive tactile perception microstructure (epidermis/spinosum/signal transmission) of human skin, a flexible comfortably wearable ultrasensitive electronics is hereby prepared from thermal conductive boron nitride nanosheets-incorporated polyurethane elastomer matrix with MXene nanosheets-coated surface microdomes as epidermis/spinosum layers assembled with interdigitated electrode as sensing signal transmission layer. It demonstrates appealing sensing performance with ultrasensitive sensitivity (≈288.95 kPa-1), up to 300 kPa sensing range, and up to 20 000 sensing cycles from obvious contact area variation between microdome microstructures and the contact electrode under external compression. Furthermore, the bioinspired electronics present advanced thermal management by timely efficient thermal dissipation out from the contacted skin surface to meet human skin thermal comfort with the incorporated thermal conductive boron nitride nanosheets. Thus, it is vitally promising in wearable artificial electronic skins, intelligent human-interactive sensing, and personal health management."
8,A3_sensors,39157074,PMC11325392,10.1021/acsomega.4c03485,2024,ACS omega,research-article; Journal Article,First-Principles Structure Search Study of 17-β-Estradiol Adsorption on Graphene.,"17-Beta-estradiol (E2), a steroid hormone synthesized from cholesterol, has various impacts on health and the environment. Currently, the gold standard for its measurement in the body is a conventional blood test (mass spectrometry), but carbon-based electrochemical sensors have been proposed as an alternative due to their advantages, such as rapid analysis time and sensitivity. To improve the atomic-level understanding of the interactions at the substrate surface, we performed density functional theory (DFT) simulations to study the nature of the adsorption of E2 on pristine graphene. Bayesian Optimization Structure Search (BOSS) was employed to reduce human bias in the determination of the most favorable adsorption configurations. Two stable adsorption minimum configurations were found. Analysis of their electronic properties indicates that E2 physisorbs on graphene. Embarking upon complex carbonaceous materials, the importance of finding all possible minimum candidates with automated structure search tools is highlighted. Computational investigations facilitate tailoring substrate materials with outstanding performance and applications in neuroscientific research, fertility monitoring, and clinical trials. Combining them with experimental research carries significant potential to advance sensor design beyond the current state-of-the-art."
9,A3_sensors,40474423,PMC12369696,10.1002/adma.202502203,2025,"Advanced materials (Deerfield Beach, Fla.)",research-article; Journal Article,"Stretchable, Multiplexed, and Bimodal Sensing Electronic Armor for Colonoscopic Continuum Robot Enhanced by Triboelectric Artificial Synapse.","Colonoscopic continuum robots often lack sensing capabilities, risking tissue damage. An ideal robot electronic skin should offer full-body coverage, multiplexing, stretchability, and multifunctionality, but integration is challenging due to the robot's elongated structure. This work presents a stretchable electronic armor (E-armor) with a 3D crosslinked structure that enables 300 mm full coverage while accomplishing multiplexed simultaneous tactile and strain sensing through bioinspired artificial synapse mechanisms. The E-armor integrates 48 tactile sensing points through bilayer co-electrode strategy, reducing wiring while combining triboelectric encoding intelligence with innovative stretchable triboelectric interlinked films (TIFs) to form a triboelectric artificial synapse that generates digitally encoded signal pairs upon contact. A convolutional neural network and long short-term memory network (CNN-LSTM) deep learning framework achieve 99.31% accuracy in identifying multi-point tactile signals. A sodium alginate/polyacrylamide/sodium chloride (SA/PAM/NaCl) conductive hydrogel serves as a strain sensing element, providing excellent stretchability and biocompatibility, and allowing precise inference of bending angles at 12 strain sensing edges. A compliance control strategy coordinates tactile and strain signals to autonomously adjust continuum robot postures while ensuring smooth operation. The digital twin-based 3D visualization interface enhances human-robot interaction by digitally reconstructing both tactile and strain feedback, enabling real-time visualization of the continuum robot's intracolonic posture."
10,A3_sensors,37542154,PMC10403537,10.1038/s41598-023-39177-4,2023,Scientific reports,"Research Support, Non-U.S. Gov't; research-article; Journal Article","Artificial neural network approach for prediction of AuNPs biosynthesis by Streptomyces flavolimosus, characterization, antitumor potency in-vitro and in-vivo against Ehrlich ascites carcinoma.","Gold nanoparticles (AuNPs) have emerged as promising and versatile nanoparticles for cancer therapy and are widely used in drug and gene delivery, biomedical imaging, diagnosis, and biosensors. The current study describes a biological-based strategy for AuNPs biosynthesis using the cell-free supernatant of Streptomyces flavolimosus. The biosynthesized AuNPs have an absorption peak at 530-535 nm. The TEM images indicate that AuNPs were spherical and ranged in size from 4 to 20 nm. The surface capping molecules of AuNPs are negatively charged, having a Zeta potential of - 10.9 mV. FTIR analysis revealed that the AuNPs surface composition contains a variety of functional groups as -OH, C-H, N-, C=O, NH3+, amine hydrochloride, amide group of proteins, C-C and C-N. The bioprocess variables affecting AuNPs biosynthesis were optimized by using the central composite design (CCD) in order to maximize the AuNPs biosynthesis. The maximum yield of AuNPs (866.29 µg AuNPs/mL) was obtained using temperature (35 °C), incubation period (4 days), HAuCl4 concentration (1000 µg/mL) and initial pH level 6. Comparison was made between the fitness of CCD versus Artificial neural network (ANN) approach based on their prediction and the corresponding experimental results. AuNPs biosynthesis values predicted by ANN exhibit a more reasonable agreement with the experimental result. The anticancer activities of AuNPs were assessed under both in vitro and in vivo conditions. The results revealed a significant inhibitory effect on the proliferation of the MCF-7 and Hela carcinoma cell lines treated with AuNPs with IC50 value of 13.4 ± 0.44 μg/mL and 13.8 ± 0.45 μg/mL for MCF-7 and Hela cells; respectively. Further, AuNPs showed potential inhibitory effect against tumor growth in tumor-bearing mice models. AuNPs significantly reduced the tumor volume, tumor weight, and decreased number of viable tumor cells in EAC bearing mice."
